customer_tweet_id,previous_context,customer_message,apple_reply,intent,escalate,label_reason,auto_intent_number,auto_intent,auto_escalate,auto_label_reason,review_status,confidence
2054390,,@AppleSupport why is ios 11 so battery drainig,"@341535 Hey, we can work together to make sure the battery life is as expected. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",,,,2,battery_power,no,"Customer is reporting a battery, charging, or power-related issue.",REVIEW,high
2500962,"@713450 Great information. Are you able to use your camera with any other apps, such as SnapChat, Facebook, or Instagram?","@AppleSupport No I cant, when i used the camera in whats app or instagram isnt available and my iphone turn off or the imagen is in color black","@713450 Thank you for verifying that it’s not working in other apps. Please follow these steps to restart your iPhone: https://t.co/OWRDHWSt4h
Once restarted, test out the apps again, and DM us the results. https://t.co/GDrqU22YpT",,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
243258,,Hey @AppleSupport how does one unlock a phone that has frozen? I have a @188 status update stuck the top of the screen so can't restart,@173760 We'd like to help out. Have you checked the steps here? https://t.co/8MvHMFZ83h,,,,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",REVIEW,medium
2056285,,@AppleSupport Thanks for iOS 11.0.1 but when is 11.0.2 because you fixed NOTHING.,@150154 iOS Hi! 11.0.2 is now available. You can update using these steps: https://t.co/80YRnjVguS DM us if you run into any issues. https://t.co/GDrqU2kzhr,,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,medium
2114793,"@623494 We'd love to look into this with you!  To start, what iOS version are you currently on?  Are you receiving any errors?",@AppleSupport No errors. Just slow to connect. Version 11.0.1. I'm not upgrading to 11.1 because of known issues with that upgrade. I'm typing this on my pixel because again the X won't connect. It'll resolve itself in 5-10 mins but I didn't spend $1150 to wait when other devices connect fine.,"@623494 So that we can look into this further, feel free to DM us what country you're located in and we'll go from there: https://t.co/GDrqU22YpT",,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
2852262,,"After a full day of essay writing, I go to turn my Mac back on for a bit of tech placement research and it crashes... It's been doing the twirly colour-wheel (of doom) stuck on the login screen for the past fifteen minutes... 😬🙈🤞🏻@115858 @AppleSupport","@793013 We'd like to help you get your Mac working properly. Have you tried force restarting your Mac? To do this, force it to power off by holding the power button in and then press that button again to turn it back on.",,,,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",REVIEW,medium
1014359,@360018 We are here to help. What happens when they try?,"@AppleSupport The FaceTime icon doesn’t show up at all, no option given",@360018 Is this with all users or just a certain one?,,,,5,messaging_calls,no,Customer is reporting a calling or messaging-related issue.,REVIEW,medium
4901,,Please fix the battery issues in Ios 11! @AppleSupport @115858,@116860 We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?,,,,2,battery_power,no,"Customer is reporting a battery, charging, or power-related issue.",REVIEW,high
1647333,,@115858 someone PLZ EXPLAIN WHY MY LETTER I KEEPS TURNING OUT LIKE A WEIRD BOX WHEN I️ TYPE IT AND NOT THE LETTER “i” SUPER ANNOYING.,@503291 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,12,other_unclear,no,The customer's primary support intent cannot be determined confidently from the available context.,REVIEW,medium
1083359,,@115858 iOS11 ruined my iPhone’s performance. Worst update ever.,@375549 We're here for you. Let us know what's going on with your iPhone and we'll do everything we can to help. https://t.co/GDrqU22YpT,,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
1575440,,@AppleSupport y’all seriously need to get it together with these boxes. It’s highly annoying,"@485468 Thanks for reaching out. This article has more details on that behavior, including how to address it: https://t.co/xXaXeeSRt9",,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
2153456,,So like... is @115858 ever going to fix the whole question mark symbol thing or what?,@632748 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,12,other_unclear,no,The customer's primary support intent cannot be determined confidently from the available context.,REVIEW,medium
2641039,,"@AppleSupport My MBP keyboard has bad keys again 5 days after repair. I've loved every Mac I've ever had but I'm done with this one. I want a promise that you're working on a hardware fix to this known issue, or my money back.",@745316 This is definitely not what we expect after a hardware repair. We'd like to investigate things further. Please meet us in DM. https://t.co/GDrqU22YpT,,,,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",REVIEW,high
1721773,,Hey @115858  updated my phone now battery’s absolutely gash!! Wft sort it aht having to charge the fucker at work! It’s an iPhone 7 👊🏻,"@521017 Hey, we can work together on the battery life. DM us the exact iOS version and we'll take a look. https://t.co/GDrqU22YpT",,,,9,payments_billing,yes,"Customer is reporting a payment, billing, subscription, charge, or refund issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",REVIEW,high
1340821,"Fun. DMG giving me a No Mountable File System error, with a multitude of unresolved OSX issues dating back to at least 2008...","Well this ain't good - looks like I'll be having this problem with all DMGs, and not just this particular file? @AppleSupport 😦",@432734 We want to help. Meet us in DM and we can discuss it. https://t.co/GDrqU22YpT,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
885751,,Depuis ios11 le Wi-fi et le Bluetooth du centre de contrôle ne servent plus à rien! Ne se désactivent pas et s’activent tous seuls @115858,@330318 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,,,4,connectivity_network,no,"Customer is reporting a connectivity, cellular, Wi-Fi, Bluetooth, or SIM-related issue.",REVIEW,medium
2553975,,Thank you @115858 for turning my laptop and phone into cripples with latest OS updates...,@725332 We'd like to see how we can help with what you're facing. Send us a DM detailing what's going on and we'll work from there: https://t.co/GDrqU22YpT,,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
288491,,"Can o get help again?
Apple’s Workflow on Watch not working as expected together 🤔
@AppleSupport",@184724 Of course you can. What do you mean by Apple's workflow not working as expected exactly?,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
32379,,"Hey @115858 @AppleSupport, not sure you tested EVERYTHING when implementing the ability to switch #iCloud account emails! https://t.co/GebmTtpdCc","@123174 This is expected behavior. https://t.co/tmRhWEkIq4 emails cannot be changed, but you could use an alias: https://t.co/tewQI88gby",,,,7,account_icloud,no,"Customer is reporting an Apple ID, iCloud, account, or storage-plan issue.",REVIEW,high
1782739,,"@AppleSupport I’m having an issue that I’d thought would be fixed quicker, some games force the phone to redownload it’s content everytime",@535605 We'd be happy to help in any way we can. What content are you referring to? Game content? You can also DM us if you'd like: https://t.co/GDrqU22YpT,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
2751103,,@115858  y’all need to fix that glitch on the damn update “I️” ...pissing me off,"@770200 We've released an update that includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.",,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
1675390,I did all of these stupid keyboard shortcuts and I’m still seeing that damn question mark shit. @AppleSupport can y’all fix this already?!,"@509717 @AppleSupport ME TOO I️ WANT TO THROW MY PHONE ACROSS THE ROOM. Try to turn your auto correct off, that’s seemed to help me!!",@509716 We want to help your keyboard respond correctly.  Please check out this article: https://t.co/xXaXeeSRt9,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
1458084,,"When r @AppleSupport going to fix the bug in IOS keyboard to  show , and . Instead of ! and ? in lower case?",@458422 We want to make sure we understand the exact issue. Can you send us a screenshot of your keyboard in this state?,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
433060,@AppleSupport When I’m at my home screen bro I can’t see my signal bars or battery percentage,@AppleSupport iPhone 6+,@217996 Which iOS 11 version number do you have installed? Tried any steps so far?,,,,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",REVIEW,medium
1862307,,"@AppleSupport iOS 11.0.3. has literally made my 7S nothing more than an expensive paperweight. I cannot make/receive phone calls without resetting factory settings between every call, my apps freeze my entire phone, my alarms turn off and battery sucks, literally.",@556552 We want to help you resolve these issues so you can get back into enjoying your iPhone. Shoot us a DM and let's begin. https://t.co/GDrqU22YpT,,,,2,battery_power,no,"Customer is reporting a battery, charging, or power-related issue.",REVIEW,high
2432811,why can’t i️ sleep in peace,aight @115858 i’m tired of this question mark box bullshit y’all got goin on. fix this rn or i’m switching to samsung,"@698194 We heard complaints of this, and made it a priority to release a fix. Follow these steps to backup the device: https://t.co/tHicJHB57O

Then look to update the iOS software: https://t.co/ahjigcvFRG

Feel free to let us know if we can be of any further assistance.",,,,12,other_unclear,no,The customer's primary support intent cannot be determined confidently from the available context.,REVIEW,medium
1216370,,@AppleSupport a few mnth old iphne7+ wth disfuctnl imsgs n fcetme due 2 old numbr stuk at verfn. No forum or techsuprt could hlp. Any sgsnt?,@405418 We'd be happy to help. Were you able to check out this link to see if it helps: https://t.co/R5zxAawOzV,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
762533,,Yo @115858 your latest update is killing my battery... was working great with previous IOS,@127032 We'd like to look into this. DM us and we'll work from there. https://t.co/GDrqU22YpT,,,,2,battery_power,no,"Customer is reporting a battery, charging, or power-related issue.",REVIEW,high
1793215,,When your #iPhone does the battery drain trick after an update. Wtf #Apple? @AppleSupport,@538872 Let's work on improving your battery life. Let us know in DM if you've used our optimization steps: https://t.co/mmF641wuOO https://t.co/GDrqU22YpT,,,,2,battery_power,no,"Customer is reporting a battery, charging, or power-related issue.",REVIEW,high
1164674,,Why is it so damn difficult to speak to an @115948  @AppleSupport  on the phone?,"@272554 We can help with many issues right here in Twitter. Or, if you prefer, contact numbers worldwide here: https://t.co/1OxnSOXiWG",,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
993348,@355315 We want to help you with the iPhone. Can you tell us what's happening so we can look into this with you?,@AppleSupport Before it was working perfectly fine. I tried to turn it off and on again but it wouldn’t even respond to that,@355315 Let's move to DM so we can gather some info and look into this with you further. Click the link when you are ready to begin. https://t.co/GDrqU22YpT,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
1748681,I have an essay in this that I️ think is very good. https://t.co/ec317rAEtu,(I’m super tired of this terrible iOS update. @115858 come on. How do you miss that typing I is messed up?),@501947 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
2118418,Ugh Apple needs to fix this freaking “i” problem 😡😡😡😡😡,@AppleSupport @115858,@624324 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
2953751,,@115817 @UPSHelp is worst!No help!They R about to lose @AppleSupport @115858 a loyalcustomer #ups #happyholidays #shipping #poorcustomerservice,@229101 That's never what we like to hear. Have you been in touch with our sales support? If not let's see what they can find out here: https://t.co/K0222CJgiB,,,,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",REVIEW,medium
2081530,,Still having battery charge issues @115858 @AppleSupport #sodisappointed,@610095 What is the exact iOS version running on your iPhone? Let's meet back up in DM to continue working towards a solution. https://t.co/GDrqU22YpT,,,,9,payments_billing,yes,"Customer is reporting a payment, billing, subscription, charge, or refund issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",REVIEW,high
1391211,@443574 They can also be reached by phone. You can find your local number here: https://t.co/1OxnSOXiWG,"@AppleSupport I’ve been waiting 45 mins for someone to pick up, why do you think I’m tweeting you ?",@443574 We understand the importance of getting help quickly. The iTunes Store is the best team to assist with this.,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
538739,,@AppleSupport I am using iphone 7 and bought it this february from atlanta store..latest ios upgrade killed it..!! becomes extremely hot and locks every 30 seconds while in use,@244911 That is certainly not the experience we want you to have. Let's continue in DM. https://t.co/GDrqU22YpT,,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
959334,@347606 We can help. Are you signed in to your device with the same Apple ID that was used to sign up for Apple Music?,@AppleSupport Thanks and yea.,@347606 Can you confirm that your subscription is still valid and not expired?,,,,7,account_icloud,no,"Customer is reporting an Apple ID, iCloud, account, or storage-plan issue.",REVIEW,high
426405,,@AppleSupport Can’t figure out how to update stickers in iOS 11 and the number keeps growing. Help! https://t.co/ViD9GUq1BO,@216420 We're happy to help. What happens if you go to your App Store icon on your Home screen instead of through Messages?,,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
2004481,,@AppleSupport why did this new update seriously screw up my phone please help!!!!,"@592745 We'll do everything we can to help. To confirm, have you installed the iOS 11.1 update? DM us what's happening exactly: https://t.co/GDrqU22YpT",,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
869447,,iOS11 ruined my iPhone @AppleSupport  fix that shit 😡😡😡,@326446 We'd love to help with the iPhone performance. What kind of issue are you currently having?,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
2734138,,"Please fix WiFi problem in iOS 11.1.2 every time I turn it on in Control Center, I still have to go into settings, tap into WiFi (not searching), go back to aettings, and go back into WiFi again (now searching but not automatically connect). FIX IT!!! @AppleSupport",@686013 We'd love to help you with that behavior. Please DM us so we can get more information. https://t.co/GDrqU22YpT,,,,5,messaging_calls,no,Customer is reporting a calling or messaging-related issue.,REVIEW,medium
29558,,@AppleSupport your new iOS slowdown my phone and delayed everything. @116333 you should know by now that some folks works with their phone and you can messe up people work. Test the damn thing before lunch it. Or come up with a big warning “it slow down 6.7,"@122491 We understand how important your iPhone is, and we're here to help. Send us a DM, and we'll take a closer look at your device together there. https://t.co/GDrqU22YpT",,,,3,device_performance,no,Customer is reporting device performance or stability problems.,REVIEW,medium
1391879,@443730 We're glad to help. What happens when you hold down the power button after shutting down your Mac Pro? Do you hear the tone?,@AppleSupport Yes here tone,@443730 Go ahead and restart the computer and try the install again and let us know the results in DM. https://t.co/GDrqU22YpT,,,,2,battery_power,no,"Customer is reporting a battery, charging, or power-related issue.",REVIEW,medium
2360344,@681639 Are you listening to music through the Music app or another downloaded app?,@AppleSupport Spotify,@681639 Does this also happen if you're using Apple Music or watching a video in Safari?,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
2377068,,Well @AppleSupport I️ guess I️ will just txt like this. 🤷🏽‍♀️,"@683801 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6
If you need more help, meet us in DM. https://t.co/GDrqU22YpT",,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
2025772,,@AppleSupport is there an update coming soon to fix the question mark box? It’s so annoying. And my WiFi turning on by itself also.,"@599071 Reach out to us via DM and let us know which device this is on, then we can advise you forward from there. https://t.co/GDrqU22YpT",,,,4,connectivity_network,no,"Customer is reporting a connectivity, cellular, Wi-Fi, Bluetooth, or SIM-related issue.",REVIEW,medium
2862167,,hey @AppleSupport wanna explain to me why my phone just died at 67%? and then when I plugged it in went up to 70%?,"@795097 We'd love to look into why this happened. Please send us a DM with which model iPhone, and version of iOS you're using to get started. https://t.co/GDrqU22YpT",,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
2278431,,@115858 the 11.1.1 update did not fix the issue,@662477 We want to help. Send us a DM and let us know what device you are using and what issues you are running into. https://t.co/GDrqU22YpT,,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
857948,,Please @AppleSupport I really need to stop saying the celebrity borefests and casual sexism of The Sun in my top or trending stories.,@323734 Let's help. Check out: https://t.co/oTuaMqVI3r for ways to control the content from your sources.,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
991784,,I cant play music whilst being connected to wifi why @AppleSupport,@354927 Hey there! We've received your DM and will reply to you there shortly. Thanks!,,,,4,connectivity_network,no,"Customer is reporting a connectivity, cellular, Wi-Fi, Bluetooth, or SIM-related issue.",REVIEW,medium
1831076,,"this is the worst @115858 update ever. all of my apps crash, or freeze and then freeze my entire phone. i’ve restarted it 6 times today. https://t.co/gh1wZYzChE","@549442 Hey, let's get your iPhone back up and running smoothly. DM us the exact iOS version and we'll go from there. https://t.co/GDrqU22YpT",,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
291415,@185385 We'd like to help. That is not a genuine message. You can report the message as outlined here: https://t.co/LNMCdqt6fD,"@AppleSupport Just reported it! Glad I asked, thanks!","@185385 You're welcome! If you ever have any questions or something just doesn't feel right, we're here for you.",,,,5,messaging_calls,no,Customer is reporting a calling or messaging-related issue.,REVIEW,medium
463926,Nearly 3 hours later and my #osx sierra upgrade has gone from 40 minutes to 20. 🙄,7 hours into the latest sierra upgrade @AppleSupport and #osx still is on a black screen reporting 19 minutes left. Really wishing I had skipped it.,"@225300 We understand the importance of your Mac being available to use, and we're happy to look into this with you. Do you see any other words or graphics on the screen other than the progress indicator?",,,,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",REVIEW,medium
2277312,I deleted the album while half asleep by accident last night and now I can’t redownload it,@AppleSupport help,"@658420 We want you to be able to enjoy your albums; we'll do all we can to help. To start, what type of album was deleted? Was this a music or photo album?",,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
2143284,"@630140 We're here for you. When using the device unlocked, do you experience any issues? Anything on the display?","@AppleSupport no there has been no previous issues, but my issue is i cant use the device",@630140 Have you tried a restart? This is a great first step to take. Follow the steps here: https://t.co/OWRDHWSt4h,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
1770811,"@532332 Before we attempt a different method to update your device, please perform a backup first: https://t.co/4f8hwT5to6",@AppleSupport Ok done,"@532332 Perfect, thanks. This time, let's try updating your device through iTunes by following these steps: https://t.co/80YRnjDFDk",,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
245315,,@AppleSupport will you fix this with the 11.0.2 versión? @115858 @119459 https://t.co/yfVz0Effqi,@174245 We'd be happy to look into this with you. Have you restarted your device since this issue has happened?,,,,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",REVIEW,medium
208821,,"@AppleSupport the loading time of pages on safari is slower in Macos high sierra, Macbook Air 2015",@165415 We're happy to look into this with you. Is this issue only happening in Safari or does it happen in other browsers?,,,,3,device_performance,no,Customer is reporting device performance or stability problems.,REVIEW,medium
2177321,,"my phone is screwed up because I haven't updated it, but when I try to update it says it's ""unable to at this time"" Not a storage issue either. @115858","@638183 We'd like to look into this with you. To get started, let us know which iPhone you have and the iOS version currently installed.",,,,1,software_update,no,Customer is reporting a software update or version-related issue.,REVIEW,high
1753206,,WHY ARE i’s SHOWING UP AS QUESTION MARK BOXES?! @115858  FIX THIS SHIT,@528111 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,12,other_unclear,no,The customer's primary support intent cannot be determined confidently from the available context.,REVIEW,medium
