customer_tweet_id,customer_message,previous_context,expected_intent,predicted_intent,generated_reply,human_label_status,retrieved_case_count,grounding_score,historical_reply_similarity
1743566,Sooo @AppleSupport when do you plan on fixing this I️ situation?,,settings_features,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your device model? Please send us a DM with those details so we can take a closer look.,HUMAN_REVIEWED,3,0.3539,0.11364472440573391
1766715,@AppleSupport I have 30 pending updates.,@531279 Which software version are you using? Are you restarting the device in between downloading apps? Feel free to DM us. https://t.co/GDrqU22YpT,software_update,apps_media,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,HUMAN_REVIEWED,3,0.3211,0.17099652298400586
1482396,@464205 @AppleSupport Did you get it solved? Hasn’t worked for me for two months!,@AppleSupport Thanks!,apps_media,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,HUMAN_REVIEWED,3,0.339,0.1984315843503587
2288616,@AppleSupport I’m on iOS 11.2 dev beta 2,@664899 We'd like to find a solution. Which iOS version are you on?,software_update,software_update,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,HUMAN_REVIEWED,3,0.3132,0.1587666996288564
2549068,"@AppleSupport no, I didn’t have a passcode set, I can’t unlock it",@724285 Thanks for reaching out. Are you able to unlock your device without issue?,settings_features,settings_features,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,HUMAN_REVIEWED,3,0.2848,0.11502467875273423
1197467,@AppleSupport es normal que desde la última actualización la duración de la batería se haya reducido tanto? Gracias,,battery_power,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a few more details about what you're seeing so we can investigate.,HUMAN_REVIEWED,3,0.1193,0.03996133188207229
2054390,@AppleSupport why is ios 11 so battery drainig,,battery_power,battery_power,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your device model? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3526,0.11171547087362219
2500962,"@AppleSupport No I cant, when i used the camera in whats app or instagram isnt available and my iphone turn off or the imagen is in color black","@713450 Great information. Are you able to use your camera with any other apps, such as SnapChat, Facebook, or Instagram?",apps_media,apps_media,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3537,0.11336516932369904
243258,Hey @AppleSupport how does one unlock a phone that has frozen? I have a @188 status update stuck the top of the screen so can't restart,,device_performance,device_performance,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3514,0.10981561336857668
2056285,@AppleSupport Thanks for iOS 11.0.1 but when is 11.0.2 because you fixed NOTHING.,,software_update,software_update,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.4285,0.33621550242224224
2114793,@AppleSupport No errors. Just slow to connect. Version 11.0.1. I'm not upgrading to 11.1 because of known issues with that upgrade. I'm typing this on my pixel because again the X won't connect. It'll resolve itself in 5-10 mins but I didn't spend $1150 to wait when other devices connect fine.,"@623494 We'd love to look into this with you!  To start, what iOS version are you currently on?  Are you receiving any errors?",connectivity_network,connectivity_network,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3035,0.14378491887350428
2852262,"After a full day of essay writing, I go to turn my Mac back on for a bit of tech placement research and it crashes... It's been doing the twirly colour-wheel (of doom) stuck on the login screen for the past fifteen minutes... 😬🙈🤞🏻@115858 @AppleSupport",,device_performance,device_performance,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3679,0.13518349065606813
1014359,"@AppleSupport The FaceTime icon doesn’t show up at all, no option given",@360018 We are here to help. What happens when they try?,messaging_calls,messaging_calls,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2965,0.13314108607611688
4901,Please fix the battery issues in Ios 11! @AppleSupport @115858,,battery_power,battery_power,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3479,0.21219953051998347
1647333,@115858 someone PLZ EXPLAIN WHY MY LETTER I KEEPS TURNING OUT LIKE A WEIRD BOX WHEN I️ TYPE IT AND NOT THE LETTER “i” SUPER ANNOYING.,,settings_features,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3466,0.2101882851640778
1083359,@115858 iOS11 ruined my iPhone’s performance. Worst update ever.,,device_performance,software_update,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3737,0.25180986409339373
1575440,@AppleSupport y’all seriously need to get it together with these boxes. It’s highly annoying,,settings_features,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.4201,0.21546729432424794
2153456,So like... is @115858 ever going to fix the whole question mark symbol thing or what?,,settings_features,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3444,0.2067847909111392
2641039,"@AppleSupport My MBP keyboard has bad keys again 5 days after repair. I've loved every Mac I've ever had but I'm done with this one. I want a promise that you're working on a hardware fix to this known issue, or my money back.",,hardware_repair,hardware_repair,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3282,0.18176995937138057
1721773,Hey @115858  updated my phone now battery’s absolutely gash!! Wft sort it aht having to charge the fucker at work! It’s an iPhone 7 👊🏻,,battery_power,payments_billing,Thanks for reaching out. We'd like to help you get this sorted. We can also walk through some troubleshooting steps with you.,PROPOSED,3,0.0822,0.12645730746357678
1340821,"Well this ain't good - looks like I'll be having this problem with all DMGs, and not just this particular file? @AppleSupport 😦","Fun. DMG giving me a No Mountable File System error, with a multitude of unresolved OSX issues dating back to at least 2008...",apps_media,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3057,0.14729376647649167
885751,Depuis ios11 le Wi-fi et le Bluetooth du centre de contrôle ne servent plus à rien! Ne se désactivent pas et s’activent tous seuls @115858,,connectivity_network,connectivity_network,Thanks for reaching out. We'd like to help you get this sorted. Please send us a few more details about what you're seeing so we can investigate.,PROPOSED,3,0.1293,0.055373799652750945
2553975,Thank you @115858 for turning my laptop and phone into cripples with latest OS updates...,,device_performance,software_update,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.4386,0.24400013744541188
288491,"Can o get help again?
Apple’s Workflow on Watch not working as expected together 🤔
@AppleSupport",,apps_media,apps_media,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3366,0.19473670568661253
32379,"Hey @115858 @AppleSupport, not sure you tested EVERYTHING when implementing the ability to switch #iCloud account emails! https://t.co/GebmTtpdCc",,account_icloud,account_icloud,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2807,0.10881295223875424
1782739,"@AppleSupport I’m having an issue that I’d thought would be fixed quicker, some games force the phone to redownload it’s content everytime",,apps_media,apps_media,Thanks for reaching out. We'd like to help you get this sorted. Please send us a few more details about what you're seeing so we can investigate.,PROPOSED,3,0.179,0.1318025045662077
2751103,@115858  y’all need to fix that glitch on the damn update “I️” ...pissing me off,,settings_features,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3282,0.18176995937138057
1675390,"@509717 @AppleSupport ME TOO I️ WANT TO THROW MY PHONE ACROSS THE ROOM. Try to turn your auto correct off, that’s seemed to help me!!",I did all of these stupid keyboard shortcuts and I’m still seeing that damn question mark shit. @AppleSupport can y’all fix this already?!,settings_features,settings_features,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3227,0.17331737396368493
1458084,"When r @AppleSupport going to fix the bug in IOS keyboard to  show , and . Instead of ! and ? in lower case?",,settings_features,settings_features,Thanks for reaching out. We'd like to help you get this sorted. We can also walk through some troubleshooting steps with you.,PROPOSED,3,0.0381,0.058675470608379014
433060,@AppleSupport iPhone 6+,@AppleSupport When I’m at my home screen bro I can’t see my signal bars or battery percentage,hardware_repair,battery_power,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your device model? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3577,0.11955245250799083
1862307,"@AppleSupport iOS 11.0.3. has literally made my 7S nothing more than an expensive paperweight. I cannot make/receive phone calls without resetting factory settings between every call, my apps freeze my entire phone, my alarms turn off and battery sucks, literally.",,device_performance,battery_power,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.328,0.1815994372256959
2432811,aight @115858 i’m tired of this question mark box bullshit y’all got goin on. fix this rn or i’m switching to samsung,why can’t i️ sleep in peace,settings_features,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3282,0.18176995937138057
1216370,@AppleSupport a few mnth old iphne7+ wth disfuctnl imsgs n fcetme due 2 old numbr stuk at verfn. No forum or techsuprt could hlp. Any sgsnt?,,messaging_calls,messaging_calls,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3957,0.1780524096432083
762533,Yo @115858 your latest update is killing my battery... was working great with previous IOS,,battery_power,battery_power,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3462,0.10183653022221978
1793215,When your #iPhone does the battery drain trick after an update. Wtf #Apple? @AppleSupport,,battery_power,battery_power,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.4603,0.27738702814991983
1164674,Why is it so damn difficult to speak to an @115948  @AppleSupport  on the phone?,,other_unclear,payments_billing,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.316,0.16311541944480357
993348,@AppleSupport Before it was working perfectly fine. I tried to turn it off and on again but it wouldn’t even respond to that,@355315 We want to help you with the iPhone. Can you tell us what's happening so we can look into this with you?,device_performance,apps_media,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3369,0.19523604979934353
1748681,(I’m super tired of this terrible iOS update. @115858 come on. How do you miss that typing I is messed up?),I have an essay in this that I️ think is very good. https://t.co/ec317rAEtu,settings_features,software_update,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2814,0.10978522148849344
2118418,@AppleSupport @115858,Ugh Apple needs to fix this freaking “i” problem 😡😡😡😡😡,other_unclear,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your your device model and the OS version you're using? Please send us a few more details about what you're seeing so we can investigate.,PROPOSED,3,0.3558,0.18843711874782737
2953751,@115817 @UPSHelp is worst!No help!They R about to lose @AppleSupport @115858 a loyalcustomer #ups #happyholidays #shipping #poorcustomerservice,,other_unclear,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2633,0.0820434540886524
2081530,Still having battery charge issues @115858 @AppleSupport #sodisappointed,,battery_power,payments_billing,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your your device model and the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.4486,0.15162422864049707
1391211,"@AppleSupport I’ve been waiting 45 mins for someone to pick up, why do you think I’m tweeting you ?",@443574 They can also be reached by phone. You can find your local number here: https://t.co/1OxnSOXiWG,other_unclear,messaging_calls,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your your device model and the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.4721,0.18788180232923712
538739,@AppleSupport I am using iphone 7 and bought it this february from atlanta store..latest ios upgrade killed it..!! becomes extremely hot and locks every 30 seconds while in use,,device_performance,software_update,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2999,0.13834738088060966
959334,@AppleSupport Thanks and yea.,@347606 We can help. Are you signed in to your device with the same Apple ID that was used to sign up for Apple Music?,other_unclear,account_icloud,Thanks for reaching out. We'd like to help you get this sorted. Please send us a few more details about what you're seeing so we can investigate.,PROPOSED,3,0.2202,0.1951131611423019
426405,@AppleSupport Can’t figure out how to update stickers in iOS 11 and the number keeps growing. Help! https://t.co/ViD9GUq1BO,,messaging_calls,software_update,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? We can also walk through some troubleshooting steps with you.,PROPOSED,3,0.2355,0.11107380128792417
2004481,@AppleSupport why did this new update seriously screw up my phone please help!!!!,,device_performance,software_update,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3742,0.14487058896419364
869447,iOS11 ruined my iPhone @AppleSupport  fix that shit 😡😡😡,,device_performance,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2799,0.10759286914016232
2734138,"Please fix WiFi problem in iOS 11.1.2 every time I turn it on in Control Center, I still have to go into settings, tap into WiFi (not searching), go back to aettings, and go back into WiFi again (now searching but not automatically connect). FIX IT!!! @AppleSupport",,connectivity_network,connectivity_network,Thanks for reaching out. We'd like to help you get this sorted. We can also walk through some troubleshooting steps with you.,PROPOSED,3,0.0563,0.08654955508888276
29558,@AppleSupport your new iOS slowdown my phone and delayed everything. @116333 you should know by now that some folks works with their phone and you can messe up people work. Test the damn thing before lunch it. Or come up with a big warning “it slow down 6.7,,device_performance,software_update,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3578,0.2274543860371976
1391879,@AppleSupport Yes here tone,@443730 We're glad to help. What happens when you hold down the power button after shutting down your Mac Pro? Do you hear the tone?,other_unclear,battery_power,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your your device model and the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.5356,0.28546859578967865
2360344,@AppleSupport Spotify,@681639 Are you listening to music through the Music app or another downloaded app?,apps_media,apps_media,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2541,0.06790122398848639
2377068,Well @AppleSupport I️ guess I️ will just txt like this. 🤷🏽‍♀️,,settings_features,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3319,0.1876100611598237
2025772,@AppleSupport is there an update coming soon to fix the question mark box? It’s so annoying. And my WiFi turning on by itself also.,,settings_features,connectivity_network,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.321,0.06303005235270066
2862167,hey @AppleSupport wanna explain to me why my phone just died at 67%? and then when I plugged it in went up to 70%?,,battery_power,payments_billing,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3924,0.28066904675748605
2278431,@115858 the 11.1.1 update did not fix the issue,,software_update,software_update,Thanks for reaching out. We'd like to help you get this sorted. We can also walk through some troubleshooting steps with you.,PROPOSED,3,0.0634,0.0975286980099829
857948,Please @AppleSupport I really need to stop saying the celebrity borefests and casual sexism of The Sun in my top or trending stories.,,apps_media,settings_features,Thanks for reaching out. We'd like to help you get this sorted. Please send us a few more details about what you're seeing so we can investigate.,PROPOSED,3,0.201,0.16567600257724371
991784,I cant play music whilst being connected to wifi why @AppleSupport,,connectivity_network,connectivity_network,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your your device model and the OS version you're using? We can also walk through some troubleshooting steps with you.,PROPOSED,3,0.3652,0.2029469661351004
1831076,"this is the worst @115858 update ever. all of my apps crash, or freeze and then freeze my entire phone. i’ve restarted it 6 times today. https://t.co/gh1wZYzChE",,device_performance,software_update,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3214,0.1713223854649792
291415,"@AppleSupport Just reported it! Glad I asked, thanks!",@185385 We'd like to help. That is not a genuine message. You can report the message as outlined here: https://t.co/LNMCdqt6fD,other_unclear,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your device model? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3502,0.10796749185756975
463926,7 hours into the latest sierra upgrade @AppleSupport and #osx still is on a black screen reporting 19 minutes left. Really wishing I had skipped it.,Nearly 3 hours later and my #osx sierra upgrade has gone from 40 minutes to 20. 🙄,software_update,payments_billing,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your device model? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3863,0.16359844293035772
2277312,@AppleSupport help,I deleted the album while half asleep by accident last night and now I can’t redownload it,other_unclear,messaging_calls,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2999,0.13832013694097905
2143284,"@AppleSupport no there has been no previous issues, but my issue is i cant use the device","@630140 We're here for you. When using the device unlocked, do you experience any issues? Anything on the display?",device_performance,connectivity_network,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2559,0.07061560529976783
1770811,@AppleSupport Ok done,"@532332 Before we attempt a different method to update your device, please perform a backup first: https://t.co/4f8hwT5to6",other_unclear,software_update,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3006,0.1394301090762495
245315,@AppleSupport will you fix this with the 11.0.2 versión? @115858 @119459 https://t.co/yfVz0Effqi,,software_update,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3006,0.1394301090762495
208821,"@AppleSupport the loading time of pages on safari is slower in Macos high sierra, Macbook Air 2015",,device_performance,apps_media,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3075,0.15000951844862728
2177321,"my phone is screwed up because I haven't updated it, but when I try to update it says it's ""unable to at this time"" Not a storage issue either. @115858",,software_update,software_update,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your device model? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.4365,0.24077101955554722
1753206,WHY ARE i’s SHOWING UP AS QUESTION MARK BOXES?! @115858  FIX THIS SHIT,,settings_features,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2912,0.12495782434533538
2532881,@115858 my phone keeps force closing apps what’s the problem ?,,device_performance,apps_media,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.4157,0.2087720496955144
599149,@AppleSupport how do I get my notifications back. It’s been like this since 11.2 https://t.co/ZWG9D4oh0n,,settings_features,other_unclear,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your device model? We can also walk through some troubleshooting steps with you.,PROPOSED,3,0.2479,0.13015784935665425
1453886,"@457407 @AppleSupport This happened to me too. I just opened iphone and literally hundreds of songs are gone! Just did Twitter search, did you find solution?",@AppleSupport WTF THE NEW GARAGEBAND IOS UPDATE REMOVED ALL MY FILES!! THEY'RE LITERALLY NOWHERE TO FOUND.,apps_media,software_update,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your device model? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3698,0.13818221533423306
1101064,@AppleSupport Why 11 make my iphone 7+ lacks of battery performance?,"Getting a new #iPhone? Here's how to get your device ready for recycling with Apple Renew.

Learn more https://t.co/eapHJSgiLZ https://t.co/sFil8wc0VD",battery_power,battery_power,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3541,0.22171145834463812
805677,@AppleSupport my battery should not be dropping 20% every hour if I’m barely using my phone 📱,,battery_power,battery_power,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3383,0.197312161459009
2705778,"Trying to buy @115858's AppleCare for Watch is the most infuriating, bug-ridden process. https://t.co/SVaPnzGmiR",,payments_billing,hardware_repair,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2987,0.1364088986743746
55933,@AppleSupport 11.1,@128688 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,software_update,apps_media,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3545,0.22237747350658685
1477586,@115858 these new updates are awful. Still glitchy and what is this ➡️ I️,,settings_features,software_update,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3625,0.1269029651862579
2573913,"@AppleSupport can you please explain to me why it wants to automatically change to I.T EVERYSINGLE GOD DAMN TIME? I’ve reset the keyboard settings, and all that Jazz, still doesn’t work. I updated last night, all was good, now it’s back. Fix this garbage.",,settings_features,settings_features,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.5147,0.3611279753923134
619401,Why does my phone die averagely 8-10 times a die on normally 87-96%?? Literally cannot use my phone without a charger nearby 😡@AppleSupport,,battery_power,payments_billing,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3664,0.1329268469121833
1646204,@AppleSupport any update on the autocorrect glitch?,,settings_features,settings_features,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3273,0.18042327932537847
1706159,@AppleSupport 11.1,@517097 We want you to have your emojis. What is the exact iOS version you are on? Find this in Settings &gt; General &gt; About.,software_update,settings_features,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.2471,0.05707217537172786
1159157,This iOS update got my phone dying fast as fuck wtf @115858,,battery_power,software_update,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3093,0.1527811469240595
2095703,Glad I'm not alone with my phone fucking up since updating it. No alarms and constantly crashing😡 @AppleSupport,,device_performance,software_update,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3223,0.17271701295249892
284453,@AppleSupport @115858 downloaded  macos high seira update 2day bt after update  MacBook pro is nt opening.Showing this prob #macOSHighSierra https://t.co/owIRCLx4CE,,software_update,software_update,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3089,0.15219202924136366
798827,"Wow @115858, your own app won’t open due to “security.” An audio file created on the iPhone in the Voice Recorder app playing in Quicktime. https://t.co/K30YM5tMSk",,apps_media,apps_media,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,PROPOSED,3,0.3294,0.1837430664577999
