customer_tweet_id,previous_context,customer_message,apple_reply,intent,escalate,label_reason,auto_intent_number,auto_intent,auto_escalate,auto_label_reason,review_status,confidence,predicted_intent,prediction_confidence,keyword_prediction,majority_prediction,actual_escalation,predicted_escalation,escalation_reason
32379,,"Hey @115858 @AppleSupport, not sure you tested EVERYTHING when implementing the ability to switch #iCloud account emails! https://t.co/GebmTtpdCc","@123174 This is expected behavior. https://t.co/tmRhWEkIq4 emails cannot be changed, but you could use an alias: https://t.co/tewQI88gby",account_icloud,no,iCloud account email switching issue.,7,account_icloud,no,"Customer is reporting an Apple ID, iCloud, account, or storage-plan issue.",PROPOSED,high,account_icloud,0.7870054440753891,account_icloud,settings_features,False,False,Routine account/iCloud question appears suitable for automated first-line support.
1782739,,"@AppleSupport I’m having an issue that I’d thought would be fixed quicker, some games force the phone to redownload it’s content everytime",@535605 We'd be happy to help in any way we can. What content are you referring to? Game content? You can also DM us if you'd like: https://t.co/GDrqU22YpT,apps_media,no,Games repeatedly redownload content.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,apps_media,0.1228360019700256,apps_media,settings_features,False,False,Issue appears suitable for automated first-line support.
2751103,,@115858  y’all need to fix that glitch on the damn update “I️” ...pissing me off,"@770200 We've released an update that includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.",settings_features,no,Keyboard character rendering issue.,1,software_update,no,Customer is reporting a software update or version-related issue.,PROPOSED,high,other_unclear,0.26020192080017523,software_update,settings_features,False,True,The customer's issue is unclear enough that automated handling may be unreliable.
1675390,I did all of these stupid keyboard shortcuts and I’m still seeing that damn question mark shit. @AppleSupport can y’all fix this already?!,"@509717 @AppleSupport ME TOO I️ WANT TO THROW MY PHONE ACROSS THE ROOM. Try to turn your auto correct off, that’s seemed to help me!!",@509716 We want to help your keyboard respond correctly.  Please check out this article: https://t.co/xXaXeeSRt9,settings_features,no,Keyboard/autocorrect workaround.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,settings_features,0.5769913092561263,apps_media,settings_features,False,False,Issue appears suitable for automated first-line support.
1458084,,"When r @AppleSupport going to fix the bug in IOS keyboard to  show , and . Instead of ! and ? in lower case?",@458422 We want to make sure we understand the exact issue. Can you send us a screenshot of your keyboard in this state?,settings_features,no,Keyboard punctuation behavior.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,settings_features,0.2806121914352083,apps_media,settings_features,False,False,Issue appears suitable for automated first-line support.
433060,@AppleSupport When I’m at my home screen bro I can’t see my signal bars or battery percentage,@AppleSupport iPhone 6+,@217996 Which iOS 11 version number do you have installed? Tried any steps so far?,hardware_repair,yes,Specific iPhone hardware/support request lacks detail.,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",PROPOSED,medium,battery_power,0.44367182242220965,battery_power,settings_features,True,False,Issue appears suitable for automated first-line support.
1862307,,"@AppleSupport iOS 11.0.3. has literally made my 7S nothing more than an expensive paperweight. I cannot make/receive phone calls without resetting factory settings between every call, my apps freeze my entire phone, my alarms turn off and battery sucks, literally.",@556552 We want to help you resolve these issues so you can get back into enjoying your iPhone. Shoot us a DM and let's begin. https://t.co/GDrqU22YpT,device_performance,yes,Multiple severe failures including calls and app freezes.,2,battery_power,no,"Customer is reporting a battery, charging, or power-related issue.",PROPOSED,high,battery_power,0.23929758925472092,battery_power,settings_features,True,False,Issue appears suitable for automated first-line support.
2432811,why can’t i️ sleep in peace,aight @115858 i’m tired of this question mark box bullshit y’all got goin on. fix this rn or i’m switching to samsung,"@698194 We heard complaints of this, and made it a priority to release a fix. Follow these steps to backup the device: https://t.co/tHicJHB57O

Then look to update the iOS software: https://t.co/ahjigcvFRG

Feel free to let us know if we can be of any further assistance.",settings_features,no,Keyboard character rendering issue.,12,other_unclear,no,The customer's primary support intent cannot be determined confidently from the available context.,PROPOSED,medium,other_unclear,0.5068312965065627,other_unclear,settings_features,False,False,Issue appears suitable for automated first-line support.
1216370,,@AppleSupport a few mnth old iphne7+ wth disfuctnl imsgs n fcetme due 2 old numbr stuk at verfn. No forum or techsuprt could hlp. Any sgsnt?,@405418 We'd be happy to help. Were you able to check out this link to see if it helps: https://t.co/R5zxAawOzV,messaging_calls,yes,iMessage/FaceTime blocked by verification issue and prior support failed.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,messaging_calls,0.16910871400556335,apps_media,settings_features,True,False,Issue appears suitable for automated first-line support.
762533,,Yo @115858 your latest update is killing my battery... was working great with previous IOS,@127032 We'd like to look into this. DM us and we'll work from there. https://t.co/GDrqU22YpT,battery_power,no,Battery drain after update.,2,battery_power,no,"Customer is reporting a battery, charging, or power-related issue.",PROPOSED,high,battery_power,0.7685301852570418,battery_power,settings_features,False,False,Issue appears suitable for automated first-line support.
1793215,,When your #iPhone does the battery drain trick after an update. Wtf #Apple? @AppleSupport,@538872 Let's work on improving your battery life. Let us know in DM if you've used our optimization steps: https://t.co/mmF641wuOO https://t.co/GDrqU22YpT,battery_power,no,Battery drain after update.,2,battery_power,no,"Customer is reporting a battery, charging, or power-related issue.",PROPOSED,high,battery_power,0.7245265572995635,battery_power,settings_features,False,False,Issue appears suitable for automated first-line support.
1164674,,Why is it so damn difficult to speak to an @115948  @AppleSupport  on the phone?,"@272554 We can help with many issues right here in Twitter. Or, if you prefer, contact numbers worldwide here: https://t.co/1OxnSOXiWG",other_unclear,yes,Customer is unable to reach phone support and is seeking assistance.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,payments_billing,0.1545818968126018,apps_media,settings_features,True,False,Routine billing/payment question appears suitable for automated first-line support.
993348,@355315 We want to help you with the iPhone. Can you tell us what's happening so we can look into this with you?,@AppleSupport Before it was working perfectly fine. I tried to turn it off and on again but it wouldn’t even respond to that,@355315 Let's move to DM so we can gather some info and look into this with you further. Click the link when you are ready to begin. https://t.co/GDrqU22YpT,device_performance,yes,Device becomes unresponsive and restart does not work.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,apps_media,0.22628135025979254,apps_media,settings_features,True,False,Issue appears suitable for automated first-line support.
1748681,I have an essay in this that I️ think is very good. https://t.co/ec317rAEtu,(I’m super tired of this terrible iOS update. @115858 come on. How do you miss that typing I is messed up?),@501947 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,settings_features,no,Keyboard character rendering issue after update.,1,software_update,no,Customer is reporting a software update or version-related issue.,PROPOSED,high,software_update,0.29429032527421045,software_update,settings_features,False,False,Issue appears suitable for automated first-line support.
2118418,Ugh Apple needs to fix this freaking “i” problem 😡😡😡😡😡,@AppleSupport @115858,@624324 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other_unclear,no,No substantive customer problem is provided.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,other_unclear,0.3638597449735935,apps_media,settings_features,False,False,Issue appears suitable for automated first-line support.
2953751,,@115817 @UPSHelp is worst!No help!They R about to lose @AppleSupport @115858 a loyalcustomer #ups #happyholidays #shipping #poorcustomerservice,@229101 That's never what we like to hear. Have you been in touch with our sales support? If not let's see what they can find out here: https://t.co/K0222CJgiB,other_unclear,yes,Shipping/customer-service escalation involving Apple and UPS.,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",PROPOSED,medium,other_unclear,0.21867639881064427,apps_media,settings_features,True,True,The customer's issue is unclear enough that automated handling may be unreliable.
2081530,,Still having battery charge issues @115858 @AppleSupport #sodisappointed,@610095 What is the exact iOS version running on your iPhone? Let's meet back up in DM to continue working towards a solution. https://t.co/GDrqU22YpT,battery_power,yes,Ongoing battery charging issue; may require service.,9,payments_billing,yes,"Customer is reporting a payment, billing, subscription, charge, or refund issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",PROPOSED,high,payments_billing,0.6139870150276255,battery_power,settings_features,True,False,Routine billing/payment question appears suitable for automated first-line support.
1391211,@443574 They can also be reached by phone. You can find your local number here: https://t.co/1OxnSOXiWG,"@AppleSupport I’ve been waiting 45 mins for someone to pick up, why do you think I’m tweeting you ?",@443574 We understand the importance of getting help quickly. The iTunes Store is the best team to assist with this.,other_unclear,yes,Customer cannot reach support by phone and is requesting help.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,messaging_calls,0.14919350155836467,apps_media,settings_features,True,False,Issue appears suitable for automated first-line support.
538739,,@AppleSupport I am using iphone 7 and bought it this february from atlanta store..latest ios upgrade killed it..!! becomes extremely hot and locks every 30 seconds while in use,@244911 That is certainly not the experience we want you to have. Let's continue in DM. https://t.co/GDrqU22YpT,device_performance,yes,Update causes severe heat and frequent locking.,1,software_update,no,Customer is reporting a software update or version-related issue.,PROPOSED,high,software_update,0.20939504576992474,software_update,settings_features,True,False,Issue appears suitable for automated first-line support.
